ID_INDIVIDU,CODE_MAGASIN,PAYS,ETAT,TAILLE,TAILLE_SG,TAILLE_BONNET
99310,693,FR,M,38,80,A
99312,491,,N,40,90,B
99316,131,,N,40,85,C
99324,350,FR,N,38,85,C
99330,757,FR,M,40,90,B
99332,761,,N,40,85,B
99343,313,FR,M,40,90,B
99352,351,,N,42,95,B
99353,351,,N,,,
99362,642,,N,36,90,A
99365,251,FR,M,38,90,B
99366,141,FR,M,2,85,C
99368,131,,N,42,95,B
99370,922,,N,,,
99372,312,FR,N,40,90,A
99394,7516,,N,,,
99397,7516,,N,,,
99398,291,,N,40,95,C
99410,292,,N,38,90,B
99423,311,,N,40,85,B
99432,750,,N,38,85,A
99433,750,,N,38,90,B
99438,750,FR,N,,,
99444,61,FR,N,40,85,B
99460,312,,N,40,90,A
99462,740,SUISSE,N,,,
99468,312,,N,38,90,B
99486,451,,N,38,90,B
99487,491,,N,,85,B
99499,841,FR,N,40,85,C
99506,171,,N,38,85,A
99523,751,,N,38,90,C
99529,761,,N,38,85,A
99555,171,,N,38,85,D
99561,561,,N,40,95,D
99566,331,,N,42,90,B
99567,841,FR,N,36,85,B
99569,841,FR,N,,,
99586,591,,N,40,90,B
99588,591,,N,38,85,C
99591,381,,N,85,,4
99593,381,,N,38,85,D
99595,511,,N,40,90,C
99597,381,FR,M,40,90,B
99602,312,,N,42,95,D
99604,292,FR,N,38,90,C
99616,211,FR,M,40,85,B
99623,181,,N,40,85,C
99628,130,,N,40,90,B
99630,130,FR,N,38,90,A
99647,7516,FR,N,40,90,D
99653,530,,N,40,90,D
99658,642,FR,M,42,90,C
99668,61,FR,N,,,
99672,980,FR,N,44,100,C
99674,131,FR,N,40,95,D
99676,171,,N,40,85,B
99678,211,,N,40,95,C
99689,541,,N,38,85,D
99693,541,FR,M,38,95,C
99700,691,FR,M,38,85,A
99701,754,FR,N,38,85,B
99725,131,FR,M,40,90,B
99731,130,FR,M,40,95,B
99743,591,,N,1,90,A
99749,251,FR,N,36,85,C
99753,491,,N,42,,9
99759,171,,N,36,85,B
99767,131,,N,38,95,B
99777,381,FR,M,44,90,C
99788,7516,,N,40,90,B
99789,753,,N,38,90,B
99791,750,,N,42,90,B
99792,753,,N,40,90,C
99795,861,,N,38,,
99814,922,FR,N,40,,C
99840,756,,N,44,95,B
99845,511,FR,N,40,85,B
99850,381,,N,38,90,A
99860,131,,N,36,85,B
99878,530,,N,,,
99889,694,,N,1,85,B
99908,441,,N,40,95,B
99911,861,FR,N,38,80,B
99914,757,,N,,85,C
99922,561,FR,N,36,85,C
99927,642,,N,42,95,C
99928,561,FR,N,40,85,D
99932,211,,N,38,90,C
99934,756,,N,2,85,B
99936,630,,N,36,85,C
99940,841,,N,38,85,B
99954,740,,N,,,
99961,861,,N,2,90,B
99970,131,,N,40,90,A
99973,171,,N,40,90,A
99975,171,,N,36,85,B
99978,312,FR,M,38,85,B
99982,351,,N,38,90,B
99983,642,,N,36,85,A
99996,671,FR,N,,,
99999,691,,N,38,90,B
100002,750,,N,42,95,B
100006,762,FR,N,,,
100016,311,,N,40,85,D
100017,331,FR,N,38,85,C
100027,171,,N,42,,
100042,922,,N,,,
100053,251,FR,N,,,
100058,381,FR,N,3,95,D
100072,61,,N,1,85,C
100073,130,FR,N,40,85,C
100076,130,FR,N,38,90,B
100078,171,,N,42,90,B
100083,753,FR,C,,,
100087,351,FR,N,38,85,A
100098,740,FR,M,40,90,C
100104,750,,N,38,90,C
100108,763,FR,N,38,85,A
100110,762,,N,,,
100114,930,FR,N,40,90,B
100119,331,,N,40,85,B
100127,350,,N,38,90,B
100130,350,,N,42,90,A
100132,751,,N,38,85,C
100138,561,,M,,,
100151,841,,N,38,85,A
100154,291,FR,M,40,85,B
100161,541,,N,46,95,C
100173,758,,N,38,85,C
100176,181,,N,38,85,B
100204,312,FR,N,3,90,B
100214,740,CH,N,44,95,D
100224,151,,N,38,90,C
100226,151,,N,40,90,B
100236,371,FR,N,40,90,C
100237,861,,N,40,,
100244,530,FR,N,42,90,B
100245,541,,N,,,
100247,541,,N,38,90,B
100254,691,,N,40,90,B
100260,721,FR,N,40,95,C
100262,721,FR,N,40,85,C
100265,942,FR,N,40,85,A
100277,131,,N,40,90,C
100299,692,FR,M,,,
100300,591,,N,38,85,C
100307,630,,N,42,35,C
100345,171,FR,N,42,95,B
100355,130,FR,N,1,85,B
100373,251,FR,N,40,85,A
100374,381,,N,42,95,C
100375,312,,N,3,95,C
100377,251,FR,N,40,95,C
100379,312,,N,40,90,C
100385,721,FR,N,42,85,A
100388,61,,N,40,90,C
100389,61,,N,38,90,B
100390,130,FR,M,42,,C
100391,151,FR,N,40,85,D
100394,151,FR,N,,,
100395,171,,N,42,95,B
100408,451,,N,40,90,B
100411,541,,N,42,,C
100416,541,FR,M,38,90,C
100419,694,,N,44,95,B
100423,861,,N,38,,
100434,758,,N,40,95,C
100440,311,,N,42,90,A
100442,292,,N,,,
100443,292,FR,N,,,
100453,642,FR,N,40,90,B
100459,131,FR,N,42,95,
100467,491,,N,40,90,A
100471,7516,,N,2,90,A
100483,151,FR,N,38,85,B
100487,171,,N,38,90,B
100498,442,FR,N,36,85,B
100500,451,FR,N,38,85,B
100505,691,FR,M,,42,8
100507,740,FR,N,40,95,B
100524,942,FR,N,42,90,D
100538,561,,N,42,85,D
100558,381,,N,42,90,C
100566,921,FR,N,40,85,B
100568,141,FR,N,40,90,C
100574,721,,N,38,90,
100594,141,,N,,,
100609,371,FR,N,38,85,C
100613,442,,N,44,95,B
100632,131,,N,40,90,B
100642,592,,N,40,90,C
100645,350,,N,40,90,B
100661,511,FR,N,40,90,A
100662,740,CH,N,38,85,B
100666,740,,N,42,95,B
100682,251,F,N,46,100,D
100686,511,FR,N,44,90,D
100690,130,FR,M,,,
100691,131,,N,42,90,C
100699,171,,N,,,
100707,292,,N,40,85,A
100708,131,FR,N,40,85,A
100723,292,FR,N,40,,
100726,541,FR,N,40,85,C
100728,671,FR,N,38,85,B
100738,770,,N,44,95,B
100741,770,FR,N,4,95,B
100743,181,,N,40,85,B
100744,762,FR,N,38,85,B
100771,171,,N,36,85,B
100778,561,,N,40,85,A
100788,740,,N,42,90,B
100789,770,,N,38,95,A
100790,770,,N,,95,C
100798,841,FR,N,38,95,D
100806,692,,N,,,
100807,630,FR,S,,,
100819,251,,N,40,95,B
100821,251,F,N,40,90,C
100822,511,FR,N,40,95,B
100831,61,,N,40,85,B
100844,131,FR,M,40,85,C
100854,171,,N,40,90,C
100859,292,,N,40,90,C
100862,311,FR,N,38,85,B
100864,312,,N,38,85,C
100867,331,,N,42,90,D
100886,530,,N,,90,D
100904,753,,N,40,85,B
100915,922,FR,N,46,100,C
100918,922,FR,M,42,90,C
100937,312,FR,S,38,85,A
100943,61,FR,N,40,85,D
100954,312,FR,N,42,95,D
100963,442,,N,38,85,B
100964,451,FR,M,38,85,A
100969,530,,N,1,85,B
100988,922,,N,44,90,B
100993,941,FR,N,38,85,B
101007,292,,N,,,
101013,171,,N,38,85,B
101018,770,FR,N,38,85,B
101020,642,FR,N,38,90,A
101027,861,,N,36,90,D
101048,591,,N,,,
101053,331,,N,38,85,C
101067,61,,N,38,90,B
101068,151,FR,M,38,90,D
101075,7511,FR,N,38,85,A
101099,561,,N,38,90,B
101114,921,,N,2,90,A
101116,770,,N,,,
101117,980,,N,1,85,E
101119,922,,N,42,95,D
101120,770,,N,,,
101122,61,FR,N,40,85,C
101124,181,,N,36,85,B
101125,770,,N,40,90,C
101156,920,FR,N,36,80,A
101166,313,,N,38,90,B
101168,442,FR,N,38,85,B
101174,561,,N,38,80,A
101180,642,,N,44,95,C
101185,592,FR,N,36,85,A
101186,381,FR,N,,,
101187,861,,N,38,85,B
101203,331,,M,40,90,A
101205,770,,N,,,
101208,721,,N,40,90,A
101210,451,,N,36,90,D
101216,131,FR,N,40,95,B
101223,151,FR,N,38,90,D
101226,342,FR,N,44,90,D
101232,751,,N,38,90,B
101235,530,FR,N,40,90,C
101238,694,,N,42,90,C
101239,751,FR,M,40,90,C
101240,942,FR,N,,,
101242,763,FR,M,2,90,C
101243,131,FR,M,40,90,B
101250,311,,N,40,90,B
101251,311,,S,42,90,C
101254,350,FR,N,40,90,B
101257,311,,N,38,90,C
101260,642,,N,40,90,C
101279,740,,N,40,90,B
101284,757,FR,M,2,90,B
101287,941,FR,N,40,85,D
101288,941,FR,N,38,85,C
101296,511,FR,N,40,90,B
101301,441,FR,M,42,90,C
101305,381,FR,N,,,
101307,341,,N,,,
101311,692,,N,42,90,B
101313,592,,N,38,90,A
101315,591,,N,38,85,B
101319,381,,N,,,
101321,291,,N,42,90,C
101335,442,FR,N,40,85,B
101349,920,FR,N,,,
101355,750,FR,M,38,85,B
101363,311,,N,38,85,C
101364,311,,N,36,85,B
101376,311,FR,N,40,90,B
101384,754,,N,40,85,B
101387,561,,N,44,,
101393,561,FR,S,38,90,A
101394,561,,N,38,85,C
101405,441,,N,,,
101410,7516,,N,40,85,B
101413,541,FR,N,,,
101436,151,FR,N,36,85,C
101439,922,FR,M,40,90,B
101441,130,,N,40,85,E
101462,921,,N,38,85,D
101464,151,FR,N,42,95,B
101471,770,FR,N,38,85,B
101474,721,,N,40,90,C
101476,941,,N,,,
101489,941,FR,N,42,95,C
101501,131,,N,38,85,A
101504,941,,N,,,
101513,861,,N,38,,
101516,341,,N,36,85,A
101526,740,SUISSE,N,38,85,B
101532,151,FR,N,,,
101541,442,FR,N,38,85,C
101543,541,FR,M,44,95,C
101545,591,FR,N,,,
101546,630,FR,M,38,90,B
101549,694,,N,40,95,B
101554,751,,N,38,90,C
101555,751,,N,40,85,B
101560,761,,N,40,90,B
101571,750,,N,42,95,D
101573,770,FR,N,40,90,B
101574,753,,N,1,85,C
101591,642,,N,,,
101615,7511,FR,N,42,95,C
101619,759,,N,38,80,A
101625,920,FR,N,40,90,B
101626,442,FR,N,3,90,D
101638,313,,N,38,90,D
101642,642,FR,N,38,85,B
101655,530,,N,42,90,B
101658,770,FR,M,38,85,C
101664,131,,N,1,90,C
101668,941,FR,N,38,85,B
101669,921,,N,36,80,B
101670,721,,N,38,85,A
101679,591,,N,40,90,B
101683,451,FR,M,36,85,A
101685,341,,N,42,95,A
101688,251,FR,N,38,90,D
101689,181,FR,M,36,85,B
101700,630,FR,N,40,90,D
101706,920,FR,N,40,95,B
101716,311,,N,40,85,!
101728,371,FR,N,36,90,A
101730,642,,N,36,80,A
101739,781,FR,N,40,90,C
101745,941,FR,N,40,95,B
101746,757,FR,M,38,85,B
101750,130,FR,M,38,90,C
101764,211,,N,40,85,B
101769,511,FR,M,40,85,B
101773,381,,N,,,
101778,750,,N,,,
101782,692,,N,,,
101783,491,FR,N,40,90,C
101785,151,FR,N,40,90,D
101790,442,,N,40,90,C
101802,530,,N,42,90,C
101818,930,,N,40,85,A
101819,930,,N,38,85,A
101827,351,,N,44,95,C
101840,770,FR,N,42,90,D
101850,781,,N,38,90,B
101854,591,,N,,,
101861,251,FR,N,2,90,B
101866,351,,N,38,85,C
101867,351,,N,42,90,B
101873,721,,N,44,95,B
101877,341,,N,,,
101894,920,FR,N,36,85,C
101912,630,,N,,,
101916,151,FR,N,44,90,D
101919,211,FR,N,38,85,A
101933,753,,N,40,90,C
101941,921,,N,38,85,C
101942,740,,N,40,90,B
101947,922,FR,N,,,
101954,781,,N,38,85,B
101956,770,,N,40,85,B
101967,151,,N,38,90,A
101968,151,FR,M,42,90,B
101973,351,,N,38,85,B
101977,441,,N,38,85,A
101988,691,FR,N,38,85,B
101992,491,,N,42,90,B
101995,761,FR,N,38,85,C
101996,861,,N,38,,
102017,781,,N,40,90,B
102025,151,FR,N,46,100,D
102029,61,,N,40,90,D
102030,181,,N,40,90,C
102034,251,FR,N,40,90,C
102038,313,FR,N,42,95,B
102041,941,FR,N,44,95,C
102044,141,FR,N,38,85,C
102054,351,,N,40,85,B
102058,630,,N,42,90,D
102062,630,,N,36,85,B
102066,341,,N,40,85,D
102073,630,FR,M,,,
102074,630,FR,N,42,100,D
102079,693,,N,38,85,B
102082,721,FR,M,40,90,B
102083,721,FR,N,42,90,B
102097,131,,N,40,85,C
102109,861,,N,40,,
102119,861,,N,38,,
102128,941,BELGIQUE,N,40,85,B
102133,761,FR,N,,85,B
102135,331,,N,38,85,B
102138,371,FR,N,38,85,B
102142,491,,N,38,85,B
102157,751,FR,N,38,85,B
102158,750,FR,N,40,85,B
102164,761,,N,,90,D
102179,942,FR,N,,,
102188,756,FR,N,40,85,C
102192,781,FR,M,38,85,B
102194,381,,N,,,
102207,861,,N,44,,
102212,131,FR,N,38,85,A
102219,130,FR,N,36,85,D
102231,371,FR,N,44,90,B
102235,530,FR,M,1,85,B
102236,630,FR,M,42,95,D
102247,920,FR,N,40,85,C
102254,313,,N,,,
102255,313,,N,38,85,D
102264,381,,N,,,
102266,642,FR,N,38,85,C
102281,694,FR,N,40,,
102289,691,,N,38,85,D
102292,141,,N,40,85,B
102297,491,FR,N,42,90,C
102299,921,,N,40,85,B
102313,591,,N,40,90,B
102317,591,,N,,,
102325,151,FR,N,38,90,B
102330,341,,N,,,
102352,930,,N,42,90,B
102363,770,FR,N,36,85,A
102365,980,,N,38,90,B
102374,131,FR,M,38,90,A
102402,331,,N,40,90,C
102404,442,FR,N,38,85,B
102412,151,FR,N,44,95,D
102415,351,,N,40,90,C
102423,591,,N,,,
102434,930,,N,38,85,B
102435,750,,N,38,85,B
102437,921,,N,38,85,B
102438,921,FR,N,40,90,B
102439,750,,N,38,85,A
102445,980,,N,40,90,E
102446,980,,N,1,90,B
102460,781,,N,42,95,C
102461,561,FR,N,38,85,B
102472,841,FR,N,40,85,B
102473,151,FR,N,38,,
102479,131,,N,40,85,C
102485,740,,N,,95,B
102503,591,FR,N,38,90,C
102508,753,,N,38,90,A
102520,130,FR,N,40,85,C
102528,341,FR,N,36,90,B
102532,371,FR,N,44,95,D
102541,442,FR,N,40,90,B
102545,694,FR,M,38,90,B
102548,921,,N,40,90,C
102551,141,FR,N,42,90,C
102556,922,FR,M,42,90,C
102563,750,,N,40,85,C
102566,311,,M,38,85,A
102568,313,,N,40,85,D
102569,313,,N,,,
102580,763,FR,N,38,85,D
102589,211,FR,N,,,
102601,181,,N,42,90,A
102602,181,FR,N,38,90,A
102607,291,FR,N,,,
102609,291,FR,M,40,90,B
102611,291,,N,40,85,A
102613,941,FR,M,2,90,C
102615,342,FR,N,,,
102616,341,,N,38,85,A
102629,251,FR,N,40,90,C
102631,930,,N,46,100,C
102634,541,FR,N,38,85,B
102636,921,FR,N,38,85,a
102644,756,FR,M,2,90,A
102648,7516,,N,,,
102655,758,,N,38,85,B
102661,130,FR,N,,,
102675,151,FR,N,40,90,B
102678,761,,N,42,95,D
102687,451,,N,38,85,C
102689,141,FR,N,38,85,B
102697,751,,N,42,90,B
102700,759,,N,,,
102704,942,FR,N,40,90,B
102712,861,,N,38,,
102713,921,,N,2,85,A
102715,921,,N,36,85,B
102717,930,,N,44,90,B
102727,721,FR,N,38,85,A
102731,421,FR,N,,,
102733,341,,N,,,
102737,781,,N,38,85,C
102744,181,,N,38,85,C
102745,211,,N,42,95,B
102751,630,,N,40,95,B
102767,341,,N,,,
102769,421,FR,N,40,90,B
102786,942,FR,M,40,85,C
102789,292,,N,,,
102794,311,,N,40,90,B
102805,561,,N,,,
102811,740,,N,38,90,B
102818,511,,N,38,90,B
102821,251,FR,N,38,90,D
102825,292,,N,,,
102827,630,,N,40,95,B
102838,131,FR,N,42,95,B
102863,942,FR,N,38,85,D
102868,750,FR,M,40,90,B
102871,942,FR,N,38,85,B
102888,642,FR,N,40,90,D
102897,131,FR,N,,,
102907,292,,N,,,
102909,131,FR,N,,,
102929,761,FR,N,40,90,D
102931,750,FR,M,40,90,B
102940,930,,N,40,95,B
102956,781,,N,40,90,C
102992,841,FR,N,,,
103025,291,FR,N,38,90,B
103028,341,FR,N,40,90,B
103031,442,,M,,,
103036,721,FR,M,40,90,C
103042,181,FR,N,40,,
103060,941,FR,N,38,95,B
103066,861,,N,42,,
103068,941,FR,M,38,,
103073,930,,N,38,90,C
103074,740,,N,44,95,C
103077,7516,,N,,,
103081,61,FR,N,38,85,B
103084,130,FR,N,38,85,C
103087,131,FR,N,38,85,C
103088,941,FR,N,,,
103103,941,FR,N,38,85,B
103105,151,FR,N,40,85,C
103106,151,FR,N,38,85,C
103124,313,FR,N,,,
103128,341,FR,N,,,
103129,313,FR,N,38,90,A
103130,151,FR,N,38,90,A
103141,530,,N,38,90,C
103143,941,FR,M,38,85,A
103148,752,FR,N,40,85,C
103150,941,FR,M,44,95,D
103161,941,FR,M,42,90,B
103166,922,,N,40,90,A
103172,941,FR,M,38,90,A
103180,942,FR,N,42,85,D
103191,630,,N,38,85,A
103206,781,,N,38,85,C
103212,671,FR,N,,,
103225,941,FR,M,38,85,A
103231,941,FR,M,40,90,B
103239,941,FR,N,40,90,A
103254,941,FR,N,38,90,B
103258,861,,N,40,,
103266,251,FR,N,44,90,C
103270,942,FR,N,36,80,B
103272,751,,N,42,90,C
103286,980,,N,38,85,B
103294,758,,N,38,90,B
103303,980,,N,44,85,C
103305,131,FR,N,38,90,A
103306,131,FR,N,42,90,C
103307,941,FR,N,38,85,A
103311,941,FR,M,38,85,B
103321,941,FR,N,38,,
103336,333,FR,M,34,85,B
103340,442,FR,N,40,95,D
103341,442,FR,N,40,85,A
103342,941,FR,N,,,
103350,750,,N,38,85,B
103351,750,,N,38,85,C
103352,750,FR,N,,,
103353,753,,M,40,90,B
103357,754,FR,N,42,95,B
103360,941,FR,M,38,85,B
103368,750,,N,38,,A
103374,761,FR,N,38,85,C
103381,7516,,N,,,
103402,251,FR,N,44,95,C
103411,331,FR,N,,,
103416,751,,N,40,90,A
103423,941,FR,N,36,85,B
103427,130,FR,N,38,85,A
103431,941,FR,N,40,95,B
103435,841,FR,N,2,90,B
103438,941,FR,N,42,,
103447,130,FR,N,40,90,B
103456,941,FR,M,36,,
103457,251,FR,N,40,90,C
103462,291,FR,N,38,85,C
103464,941,FR,N,40,90,B
103467,331,FR,N,36,85,B
103468,331,FR,N,40,90,B
103474,642,FR,N,38,90,C
103475,421,FR,N,40,90,B
103481,491,FR,N,42,95,C
103488,642,FR,N,,,
103501,131,FR,N,38,85,A
103505,761,FR,N,42,95,D
103508,922,,N,40,90,A
103517,151,FR,N,40,90,B
103520,941,FR,N,38,85,C
103521,941,,N,,,
103523,781,,N,40,90,B
103534,130,FR,N,40,85,B
103541,491,FR,N,42,95,D
103545,130,FR,N,42,85,B
103554,171,FR,N,42,85,B
103558,941,FR,N,38,90,B
103561,941,FR,N,42,90,B
103568,941,FR,M,40,85,C
103571,941,FR,N,38,90,B
103582,941,FR,N,38,85,C
103592,642,FR,N,36,85,A
103600,941,FR,M,38,85,B
103612,130,FR,N,44,95,D
103613,750,FR,N,40,90,B
103617,941,FR,M,2,95,C
103618,752,FR,N,38,85,C
103638,781,,N,36,85,A
103643,131,FR,N,38,90,B
103646,941,FR,N,44,90,E
103653,941,FR,N,40,95,B
103657,941,FR,M,40,90,A
103665,313,FR,N,,,
103678,151,FR,N,44,95,D
103682,941,FR,N,,,
103685,941,FR,N,40,90,B
103688,740,FR,N,40,90,A
103689,941,FR,N,40,95,B
103690,750,FR,N,40,90,C
103696,922,,N,46,,
103698,980,,N,,,
103714,131,FR,M,,,
103718,131,FR,N,40,95,C
103722,131,FR,N,40,90,B
103726,171,FR,N,40,85,B
103727,171,FR,N,36,85,A
103732,251,FR,N,,,
103752,740,FR,N,,,
103761,781,FR,N,38,90,B
103764,781,FR,N,38,85,C
103767,291,FR,M,44,95,C
103768,130,FR,N,38,90,A
103792,151,FR,N,40,85,D
103794,763,FR,M,40,90,D
103799,292,FR,N,,,
103803,331,FR,N,38,90,B
103829,781,FR,N,44,95,D
103833,591,BE,N,38,90,B
103837,781,FR,N,38,90,C
103841,861,FR,N,42,,
103846,922,FR,N,38,85,B
103861,131,FR,N,44,95,D
103869,181,FR,N,38,,
103871,251,FR,N,40,90,B
103877,341,FR,N,,,
103881,441,FR,N,,,
103885,694,FR,N,42,90,C
103886,740,FR,N,38,90,B
103895,131,FR,N,38,90,B
103944,441,FR,N,,,
103945,491,FR,N,40,90,B
103954,642,FR,N,42,90,A
103959,694,FR,N,40,90,B
103964,752,FR,N,40,90,B
103987,292,FR,N,,,
103989,313,FR,N,40,90,B
103998,313,FR,N,38,85,A
104003,313,FR,S,,,
104010,642,FR,N,44,100,B
104015,763,FR,N,40,90,B
104020,781,FR,N,40,95,D
104033,181,FR,N,38,,
104044,441,FR,N,,,
104045,861,FR,N,42,,
104055,841,FR,N,38,90,B
104059,781,FR,N,38,85,B
104064,341,FR,N,,,
104073,942,FR,N,38,90,B
104077,761,FR,N,40,90,D
104080,861,FR,N,38,,
104085,941,FR,N,40,90,B
104093,761,FR,N,,90,B
104104,151,FR,N,38,85,B
104106,671,FR,M,,,
104112,740,FR,N,42,85,C
104113,740,FR,N,38,85,A
104115,752,FR,N,40,90,B
104129,561,FR,N,,,
104145,151,FR,N,42,90,B
104171,561,,N,42,90,C
104175,591,FR,N,38,90,B
104176,721,FR,M,44,95,C
104188,761,FR,N,,,
104204,861,FR,N,42,,
104207,591,FR,M,38,85,C
104212,421,FR,N,,,
104220,131,FR,N,40,90,D
104226,671,FR,N,,,
104228,671,FR,M,,,
104230,131,FR,M,40,85,B
104239,131,FR,N,40,85,C
104260,930,,N,40,90,B
104271,341,FR,N,42,,A
104273,750,FR,N,40,85,B
104279,751,FR,M,46,95,C
104290,151,FR,N,42,95,C
104292,641,FR,N,,,
104297,313,FR,N,40,90,B
104301,131,FR,N,42,90,C
104314,151,FR,N,40,90,B
104328,761,FR,N,40,90,B
104338,642,FR,N,40,90,C
104352,181,FR,N,42,90,C
104353,591,FR,N,36,90,B
104359,591,FR,N,34,85,C
104361,592,FR,N,38,85,C
104365,630,FR,N,38,95,B
104367,642,FR,N,40,90,B
104373,642,FR,N,38,85,B
104374,642,FR,N,40,85,A
104381,642,FR,N,42,90,C
104385,251,FR,N,40,85,C
104388,721,FR,M,42,95,B
104393,731,FR,M,42,95,b
104401,750,FR,M,38,90,B
104410,313,FR,N,,,
104416,861,FR,N,40,,
104427,331,FR,N,40,85,A
104428,441,FR,N,,,
104432,591,BE,N,38,85,B
104445,141,FR,N,40,90,D
104446,151,FR,N,,,
104449,861,FR,N,,,
104450,171,FR,N,38,90,A
104451,171,FR,N,42,95,B
104457,171,FR,N,42,95,D
104458,171,FR,N,46,95,D
104466,761,FR,N,38,85,B
104469,291,FR,N,42,95,C
104474,331,FR,M,40,90,C
104478,342,FR,N,,,
104481,350,FR,N,42,90,C
104483,371,FR,N,,,
104498,591,FR,N,40,90,C
104505,591,FR,N,40,90,C
104507,761,FR,N,2,90,B
104509,630,FR,N,38,85,B
104516,630,FR,N,42,90,D
104526,691,FR,N,38,85,B
104527,721,FR,M,40,90,C
104538,7516,FR,N,42,90,B
104540,7512,FR,N,40,95,B
104559,922,FR,N,44,95,C
104575,131,FR,N,38,90,B
104583,131,FR,M,40,90,C
104593,171,FR,N,44,95,B
104595,171,FR,N,42,95,B
104600,841,FR,M,40,95,C
104604,342,FR,N,,,
104612,441,FR,N,,,
104614,441,FR,N,40,90,C
104619,591,FR,N,42,90,C
104621,591,FR,N,38,85,B
104622,592,FR,N,,,
104624,630,FR,N,40,90,B
104628,630,FR,N,40,95,C
104629,630,FR,N,42,95,B
104630,630,FR,N,,85,A
104635,642,FR,N,38,90,C
104651,761,FR,N,44,90,D
104664,171,FR,N,38,85,B
104668,861,FR,N,38,85,B
104671,920,FR,N,38,90,B
104672,920,FR,M,,,
104678,7512,FR,N,38,90,B
104691,131,FR,M,38,90,B
104704,171,FR,N,,,
104707,171,FR,N,40,90,B
104712,211,FR,N,,,
104714,351,FR,M,40,90,B
104727,291,FR,N,40,90,B
104737,331,FR,N,40,85,B
104740,381,FR,N,,,
104743,451,FR,N,42,90,D
104747,530,FR,N,40,90,B
104758,630,FR,N,38,85,B
104780,762,FR,N,,,
104781,762,FR,N,38,90,A
104790,762,FR,N,,,
104793,762,FR,N,40,95,C
104794,762,FR,N,,,
104800,131,FR,N,40,85,D
104802,861,FR,N,,,
104819,313,FR,N,,,
104821,313,FR,N,40,90,B
104844,770,FR,M,40,95,D
104845,341,FR,N,,,
104857,131,FR,N,38,85,B
104866,141,FR,N,40,85,A
104875,332,FR,M,40,85,D
104877,381,FR,N,,,
104881,642,FR,N,36,90,A
104889,591,FR,M,,90,D
104896,630,FR,N,42,85,C
104899,630,FR,N,42,90,B
104903,630,FR,N,40,85,B
104908,630,FR,N,38,90,B
104910,630,FR,N,38,85,C
104915,630,FR,N,38,90,A
104920,693,FR,N,42,95,D
104921,693,FR,M,42,95,B
104926,740,FR,N,,90,C
104930,740,FR,N,,90,A
104932,7512,FR,M,42,90,B
104933,7512,FR,M,44,95,C
104940,630,FR,N,40,90,B
104955,131,FR,N,40,90,C
104962,171,FR,N,,,
104971,291,FR,M,38,85,C
104981,371,FR,N,40,85,B
104983,381,FR,N,,,
104984,381,FR,N,,,
104986,381,FR,M,,,
104993,671,FR,N,40,90,C
104999,740,FR,N,,,
105000,7512,FR,N,40,90,B
105002,750,FR,N,38,90,B
105014,942,FR,N,42,95,B
105018,131,FR,N,38,90,B
105019,131,FR,N,38,90,B
105031,333,FR,N,40,90,B
105040,421,FR,N,,,
105043,592,FR,N,44,95,C
105045,630,FR,N,40,85,B
105046,642,FR,N,40,95,B
105055,131,FR,N,40,90,B
105068,920,FR,N,42,95,B
105070,980,FR,N,40,90,B
105081,211,FR,N,,,
105090,292,FR,N,,,
105094,561,FR,N,40,95,C
105101,693,FR,M,38,85,B
105106,7512,FR,N,36,90,C
105109,861,FR,N,44,95,D
105110,861,FR,N,40,90,B
105111,861,FR,N,42,90,B
105113,921,FR,N,40,90,B
105114,922,FR,N,40,85,C
105116,7512,FR,M,38,90,B
105161,381,FR,N,,,
105163,642,FR,N,38,80,A
105165,642,FR,N,38,90,B
105167,671,FR,N,,,
105168,693,FR,N,42,90,B
105170,721,FR,N,50,90,A
105185,7512,FR,N,40,90,D
105186,942,FR,N,44,95,C
105192,7512,FR,N,38,85,C
105194,7512,FR,N,38,85,C
105213,942,FR,N,42,90,C
105216,7511,FR,M,40,,
105222,7512,FR,N,40,85,D
105232,342,FR,M,,,
105234,491,FR,N,,95,D
105236,491,FR,N,42,90,B
105237,491,FR,N,38,85,B
105240,491,FR,N,38,85,A
105242,491,FR,N,40,90,C
105254,642,FR,N,40,85,A
105263,181,FR,N,40,95,C
105271,131,FR,N,36,85,B
105291,761,FR,N,40,90,C
105293,861,FR,N,38,,
105297,750,FR,N,38,95,B
105305,7512,CH,N,38,90,A
105321,694,FR,N,40,85,C
105330,922,FR,N,40,85,B
105333,941,FR,N,40,85,A
105338,942,FR,N,38,85,B
105341,753,FR,N,38,85,C
105351,491,FR,N,38,85,B
105354,591,FR,N,,,
105366,7512,FR,N,40,85,B
105372,942,FR,N,40,90,B
105384,292,FR,N,,,
105388,292,FR,N,,,
105392,313,FR,N,,,
105402,313,FR,N,40,85,C
105412,751,FR,N,42,90,B
105414,7511,FR,C,,,
105423,761,FR,N,38,85,B
105424,761,FR,N,40,85,B
105427,761,FR,N,38,90,D
105431,761,FR,N,40,90,B
105434,861,FR,N,38,,
105443,770,FR,N,42,90,C
105448,313,BE,N,40,90,C
105451,171,FR,N,,,
105456,211,FR,N,,,
105457,291,FR,N,42,90,B
105461,313,FR,N,44,100,D
105467,592,FR,N,40,85,B
105475,942,FR,N,42,90,C
105484,752,FR,N,40,90,B
105495,251,FR,N,38,85,B
105499,313,FR,N,40,90,D
105502,313,FR,N,44,100,D
