ID_INDIVIDU,CODE_MAGASIN,PAYS,ETAT,TAILLE,TAILLE_SG,TAILLE_BONNET
42255,211,FR,E,38,85,C
42257,491,FR,E,38,85,B
42268,491,FR,E,40,90,B
42277,491,FR,N,40,90,B
42279,491,FR,E,44,95,C
42280,491,FR,E,38,90,B
42284,491,FR,E,40,85,A
42288,491,FR,E,38,85,B
42290,491,FR,E,38,85,B
42296,491,FR,E,38,85,B
42306,491,FR,E,38,80,B
42320,491,FR,E,42,90,B
42334,491,FR,E,42,85,C
42346,491,FR,E,40,85,A
42362,491,FR,E,40,90,A
42368,211,FR,E,38,95,D
42371,750,FR,S,38,90,A
42377,211,FR,E,42,,
42381,211,FR,E,44,90,B
42395,491,FR,M,36,85,c
42401,491,FR,E,,,
42406,491,FR,E,38,85,A
42407,491,FR,S,40,85,B
42410,491,FR,E,38,85,A
42426,211,FR,E,38,85,B
42428,211,FR,E,40,90,B
42430,491,FR,E,38,90,B
42437,491,FR,E,40,85,B
42444,491,FR,E,40,90,B
42452,491,FR,E,,90,B
42453,491,FR,N,40,90,B
42454,491,FR,E,38,90,B
42459,491,FR,N,38,85,B
42465,491,FR,E,38,90,B
42487,491,FR,N,38,90,C
42488,491,FR,E,40,,
42491,491,FR,N,42,90,B
42496,491,FR,E,38,85,A
42508,491,FR,E,40,95,B
42512,491,FR,E,40,85,B
42515,491,FR,E,40,95,B
42524,491,FR,E,40,85,B
42527,491,FR,E,,,
42540,491,FR,E,40,90,B
42542,491,FR,E,38,90,B
42564,491,FR,E,40,85,D
42568,491,FR,E,42,95,B
42580,211,FR,E,38,90,A
42581,211,FR,E,38,85,B
42585,211,FR,E,38,85,B
42589,211,FR,E,,,
42600,491,FR,E,42,90,B
42603,491,FR,E,40,90,C
42610,491,FR,E,38,90,B
42622,491,FR,E,42,85,D
42624,491,FR,E,42,90,C
42656,491,FR,E,38,85,B
42658,491,FR,E,42,90,B
42662,491,FR,E,40,85,B
42668,491,FR,E,38,85,B
42682,491,FR,E,42,90,B
42683,491,FR,E,,90,B
42700,491,FR,E,38,85,A
42708,491,FR,E,38,85,B
42724,491,FR,E,42,90,B
42733,491,FR,E,38,90,B
42734,491,FR,E,40,85,B
42739,491,FR,E,44,95,C
42760,491,FR,N,38,90,B
42773,491,FR,N,,,
42788,758,FX,C,,,
42808,491,FR,E,40,90,B
42811,491,FR,E,40,90,B
42817,491,FR,N,38,90,B
42826,511,FR,E,38,90,B
42838,211,FR,E,40,90,B
42840,211,FR,E,36,90,C
42843,211,FR,E,,,
42844,211,FR,E,38,85,C
42861,491,FR,E,40,85,B
42878,511,FR,N,42,90,C
42881,511,FR,E,40,90,B
42887,7516,FR,N,42,90,B
42889,491,FR,N,36,80,B
42892,491,FR,E,42,95,B
42895,491,,N,38,85,C
42896,491,FR,E,40,85,B
42898,491,FR,E,42,90,B
42899,491,FR,E,38,90,B
42907,491,FR,E,40,95,C
42910,491,FR,E,40,90,D
42911,491,FR,E,38,85,B
42912,491,FR,E,38,85,A
42933,491,FR,E,44,95,C
42944,491,FR,E,40,85,B
42958,491,FR,E,38,85,A
42968,491,FR,E,38,80,B
42981,491,FR,E,38,85,B
42993,491,FR,E,36,85,B
42994,491,FR,E,,,
43005,211,FR,E,,,
43018,491,FR,N,38,,
43032,491,,N,40,90,C
43034,491,FR,E,38,90,A
43040,511,FR,E,42,95,D
43041,511,FR,E,36,75,D
43050,211,FR,E,38,80,B
43052,211,FR,E,40,85,B
43055,211,FR,E,40,90,C
43056,211,FR,N,40,85,B
43063,211,FR,E,38,85,B
43071,511,FR,E,38,90,B
43091,511,FR,M,40,90,C
43093,511,FR,E,40,85,B
43100,511,FR,E,42,85,C
43103,511,FR,N,40,85,D
43121,511,FR,E,40,90,A
43142,491,FR,N,38,85,C
43145,491,FR,E,40,95,C
43161,491,FR,E,38,90,B
43162,491,FR,N,,,
43164,491,FR,E,40,85,C
43183,491,FR,E,40,90,C
43200,491,FR,E,42,85,B
43208,491,FR,E,42,90,B
43214,491,FR,N,,,
43216,491,FR,E,42,90,B
43221,491,FR,E,40,,
43227,491,FR,N,42,90,B
43234,491,FR,E,42,90,B
43242,491,FR,E,42,90,B
43270,511,FR,E,38,80,B
43272,511,FR,E,44,95,B
43274,511,FR,E,,,
43277,511,FR,N,40,85,B
43279,511,FR,E,38,85,B
43290,511,FR,E,42,95,B
43297,511,FR,E,38,90,D
43299,511,FR,E,38,90,D
43323,511,FR,N,38,85,B
43324,511,FR,E,38,85,B
43342,491,FR,E,42,90,C
43343,491,FR,E,40,85,B
43351,491,FR,E,40,85,B
43352,491,FR,C,,,
43356,491,FR,N,,,
43358,491,FR,N,38,85,B
43363,491,FR,E,40,,
43379,491,FR,E,36,95,B
43385,491,FR,E,40,90,C
43404,511,,E,40,85,B
43405,511,FR,E,,,
43406,511,FR,E,38,90,A
43407,511,FR,E,38,85,B
43409,491,FR,N,40,90,B
43412,491,FR,E,44,95,D
43417,491,FR,E,36,80,B
43429,511,FR,E,40,90,C
43435,511,FR,N,42,95,C
43437,511,FR,E,40,90,C
43444,511,FR,N,42,95,C
43453,511,FR,E,40,85,B
43458,511,FR,E,38,80,B
43465,211,FR,E,40,90,B
43468,211,FR,E,38,85,B
43483,211,FR,E,38,90,B
43494,511,FR,N,36,85,C
43513,511,FR,M,42,85,b
43521,511,FR,E,42,95,B
43527,511,FR,N,40,95,D
43539,511,FR,N,42,90,D
43543,511,FR,E,44,90,B
43544,511,FR,M,40,85,D
43547,511,FR,E,40,90,B
43553,511,FR,E,44,95,D
43558,511,FR,E,42,90,B
43561,511,FR,E,40,90,B
43562,511,FR,E,40,90,D
43574,511,FR,E,38,90,B
43577,511,FR,E,38,80,B
43588,511,FR,E,40,90,C
43595,511,FR,E,42,90,C
43598,511,FR,E,38,85,C
43606,511,FR,E,42,95,C
43608,511,FR,E,38,90,B
43609,511,FR,E,,,
43617,491,FR,N,40,90,B
43629,491,FR,E,38,90,B
43633,491,FR,N,,85,C
43640,511,FR,E,42,90,C
43658,511,FR,E,42,90,A
43661,511,FR,E,42,90,B
43691,211,FR,E,,,
43694,211,FR,E,,,
43695,211,FR,E,38,90,C
43702,511,FR,E,40,90,B
43723,511,FR,E,40,90,B
43726,511,FR,E,42,85,C
43732,511,FR,E,40,90,B
43733,511,FR,E,40,85,B
43735,511,FR,E,40,90,B
43747,511,FR,E,40,85,C
43749,511,FR,E,,,
43755,511,FR,E,,90,D
43765,511,FR,E,38,80,B
43777,511,FR,N,40,90,B
43780,511,FR,E,38,85,B
43785,511,FR,E,44,95,C
43803,511,FR,E,40,85,C
43807,511,FR,E,42,90,B
43810,511,FR,E,34,85,B
43816,511,FR,E,38,85,A
43827,511,FR,E,36,80,A
43849,211,FR,E,40,90,C
43854,211,FR,E,38,,
43859,211,FR,E,,,
43862,211,FR,E,38,90,B
43866,211,FR,E,,,
43867,211,FR,E,40,85,B
43872,511,FR,E,,,
43884,511,FR,E,40,85,B
43893,511,FR,M,,85,B
43901,211,FR,E,38,85,B
43904,211,FR,E,,,
43908,211,FR,E,36,85,B
43910,211,FR,E,38,90,C
43915,511,FR,E,38,85,A
43925,511,FR,N,38,90,B
43929,511,FR,E,38,85,B
43939,511,FR,E,40,90,B
43949,511,FR,E,,,
43956,511,FR,E,38,85,B
43960,511,FR,E,,,
43961,511,FR,E,,,
43962,511,,N,40,90,B
43965,511,FR,E,40,95,C
43967,511,FR,E,40,95,B
43988,511,FR,E,38,90,B
44003,511,FR,E,44,95,B
44013,511,FR,E,42,90,B
44015,511,FR,N,38,85,C
44016,511,FR,E,42,85,C
44020,511,FR,E,,,
44022,511,FR,E,42,90,D
44027,511,FR,E,42,90,B
44030,511,FR,E,40,,
44035,511,FR,N,38,90,C
44037,511,FR,E,42,85,B
44039,511,FR,N,38,85,B
44046,511,FR,E,42,90,A
44059,211,FR,E,40,95,C
44067,211,FR,E,38,90,C
44071,511,FR,E,38,90,B
44078,511,FR,E,38,85,C
44082,511,FR,N,36,80,A
44085,511,FR,E,40,85,B
44090,511,FR,E,,,
44092,511,FR,E,40,85,B
44106,211,FR,N,36,80,A
44107,211,FR,E,42,95,B
44108,211,FR,N,40,90,B
44110,211,FR,N,42,85,B
44116,511,FR,N,38,85,B
44122,511,FR,C,,,
44135,511,FR,E,,,
44137,511,,N,44,95,D
44144,511,FR,E,,,
44156,511,FR,E,38,85,A
44164,511,FR,E,38,85,C
44172,511,FR,E,,85,b
44174,511,FR,E,38,90,B
44179,511,FR,E,40,90,B
44183,511,FR,E,42,95,D
44187,511,FR,E,36,90,B
44189,511,FR,E,36,80,A
44192,511,FR,E,42,90,B
44205,511,FR,E,38,85,D
44233,511,FR,E,36,90,B
44234,511,FR,E,36,85,D
44236,511,FR,M,40,90,B
44249,511,FR,E,38,90,B
44251,511,FR,E,44,85,B
44256,511,FR,E,40,85,A
44262,511,FR,E,38,90,A
44271,211,FR,E,40,85,B
44277,211,FR,E,,,
44281,211,FR,E,38,85,B
44285,211,FR,N,,,
44287,511,FR,E,40,,
44303,511,FR,E,42,95,D
44307,511,FR,E,40,85,C
44308,511,FR,E,40,90,B
44317,511,FR,E,38,90,D
44318,511,FR,N,44,,
44329,511,FR,N,44,95,C
44343,511,FR,E,38,90,C
44344,511,FR,E,38,90,B
44349,511,FR,E,42,90,B
44352,511,FR,E,38,90,C
44355,511,FR,E,36,85,B
44356,511,FR,E,40,85,C
44358,511,FR,E,38,85,B
44359,511,FR,E,40,90,B
44361,511,FR,E,40,85,B
44378,511,FR,N,40,85,B
44399,511,FR,E,,,
44406,511,FR,E,,,
44408,511,FR,E,38,85,B
44410,511,FR,E,38,85,B
44416,511,FR,E,42,90,B
44417,511,FR,N,44,95,B
44422,511,FR,E,42,95,C
44424,511,FR,E,36,85,B
44433,511,FR,M,38,85,C
44440,511,FR,E,40,85,A
44444,511,FR,E,40,85,A
44446,511,FR,E,38,85,B
44461,381,FR,S,,,
44469,511,FR,E,38,85,B
44495,211,FR,E,38,85,B
44496,211,FR,N,38,85,A
44497,211,FR,E,38,85,B
44501,511,FR,E,38,85,A
44502,511,FR,E,42,85,B
44509,211,FR,E,40,85,A
44526,511,FR,E,42,85,D
44527,511,FR,E,40,85,B
44532,511,FR,E,38,85,B
44534,511,FR,E,38,95,C
44560,511,FR,E,38,90,B
44563,511,FR,E,42,90,E
44565,511,FR,E,40,90,B
44571,511,FR,E,38,85,A
44587,511,FR,E,42,95,C
44588,511,FR,E,36,85,B
44591,511,FR,E,,85,C
44601,511,FR,E,40,90,C
44606,511,FR,E,42,95,B
44612,511,FR,E,42,85,B
44621,511,FR,E,38,85,D
44624,511,FR,E,40,85,B
44625,511,FR,E,38,85,B
44627,511,,E,42,90,D
44629,511,FR,E,40,90,B
44630,511,FR,E,40,90,A
44635,511,FR,E,40,95,C
44644,511,FR,M,40,90,C
44647,511,FR,E,38,80,B
44654,511,FR,E,,,
44660,511,FR,N,38,90,C
44684,511,FR,E,38,90,A
44686,511,FR,N,42,95,C
44689,511,FR,E,40,85,C
44694,511,FR,E,42,95,C
44696,511,FR,E,38,85,A
44700,511,FR,E,40,85,B
44707,511,FR,E,38,80,A
44712,511,FR,E,40,85,D
44713,511,FR,E,42,90,C
44716,511,FR,E,38,85,C
44718,511,FR,E,40,85,B
44721,211,FR,E,42,95,C
44724,211,FR,E,40,85,C
44725,211,FR,E,38,85,D
44746,511,FR,N,38,90,D
44747,511,FR,E,38,85,B
44760,511,FR,E,,,
44762,511,FR,N,38,85,B
44763,511,FR,N,40,90,B
44770,511,FR,E,38,90,C
44788,511,,E,38,90,D
44827,511,FR,E,38,95,D
44830,511,FR,N,38,90,B
44842,511,FR,N,40,85,C
44843,511,FR,E,40,90,B
44847,511,FR,E,38,85,A
44855,511,FR,E,36,80,B
44858,511,FR,E,44,85,B
44883,511,FR,E,42,95,B
44888,511,FR,E,42,90,B
44894,511,FR,E,,,
44897,211,FR,E,38,85,B
44898,211,FR,E,38,85,C
44907,511,FR,E,44,95,B
44911,511,FR,E,40,80,B
44913,511,FR,E,44,95,B
44915,511,FR,E,36,90,A
44927,541,FR,N,,,
44930,541,FR,E,40,90,B
44940,211,FR,E,,,
44954,211,FR,E,38,85,B
44958,541,FR,E,40,90,B
44960,541,FR,E,42,85,B
44963,541,FR,E,,80,A
44964,541,FR,E,36,85,B
44969,541,FR,E,44,95,B
44972,541,FR,E,38,85,C
44973,541,FR,E,38,85,B
44974,541,FR,N,42,85,B
44983,541,FR,E,38,85,B
44998,541,FR,E,38,85,B
45001,541,FR,E,38,90,B
45008,541,FR,E,40,90,A
45010,541,FR,N,38,85,B
45014,541,,E,38,85,C
45030,511,FR,E,42,90,C
45034,511,FR,E,38,85,B
45035,511,FR,N,38,85,A
45037,511,FR,E,44,90,B
45038,511,FR,E,38,85,A
45040,511,FR,E,38,80,B
45043,511,FR,E,36,85,B
45051,511,FR,E,40,90,C
45052,511,FR,E,38,85,B
45063,511,FR,E,38,85,B
45071,511,FR,E,40,85,C
45074,511,FR,E,36,85,B
45096,511,FR,E,40,90,B
45103,511,FR,E,,,
45110,511,FR,N,42,90,A
45112,511,FR,E,42,85,B
45120,211,FR,E,,,
45128,511,FR,E,36,80,A
45133,511,FR,E,38,85,B
45139,511,FR,E,38,85,A
45143,511,FR,E,40,95,B
45144,511,FR,E,40,90,B
45145,511,FR,E,36,80,A
45149,541,FR,E,36,85,D
45155,211,FR,E,40,85,B
45156,211,FR,E,,,
45160,211,FR,N,40,85,B
45162,211,FR,E,36,80,B
45169,211,FR,E,42,90,B
45174,211,FR,E,36,85,B
45188,541,FR,E,,,
45191,541,FR,E,36,90,C
45193,541,FR,E,42,90,B
45195,541,FR,N,44,,
45203,541,FR,E,40,85,C
45219,511,FR,E,38,90,A
45224,511,FR,E,36,85,B
45225,511,FR,N,40,85,B
45242,511,FR,N,42,90,C
45243,511,FR,E,,,
45260,511,FR,E,40,85,B
45261,511,FR,E,40,85,B
45269,541,FR,E,44,90,B
45278,511,FR,E,38,90,B
45280,511,FR,E,40,90,B
45284,511,FR,E,44,95,D
45285,511,,N,40,85,B
45288,511,FR,E,42,95,B
45289,511,FR,E,42,90,B
45291,511,FR,E,40,95,B
45297,541,FR,E,40,85,B
45298,541,FR,E,40,85,C
45300,541,FR,E,40,90,B
45302,541,FR,N,42,90,C
45303,541,FR,E,38,90,C
45315,541,FR,E,42,90,C
45322,511,FR,E,40,90,B
45325,511,FR,E,44,90,B
45328,511,FR,S,38,80,B
45329,511,FR,S,36,85,C
45345,541,FR,E,40,85,A
45347,541,FR,E,40,90,B
45365,211,FR,N,38,,
45366,211,FR,N,38,85,B
45367,211,FR,E,42,85,C
45374,211,FR,E,42,95,B
45389,541,FR,E,40,85,B
45393,211,FR,E,,,
45396,511,FR,E,38,90,A
45401,541,FR,E,40,85,B
45408,541,FR,N,40,85,b
45410,541,FR,E,38,85,B
45426,511,,E,40,,
45438,511,FR,M,36,80,A
45447,511,FR,E,,,
45448,511,FR,N,40,85,A
45451,511,FR,E,38,85,B
45453,511,FR,E,40,85,B
45464,511,FR,E,38,85,A
45465,511,FR,E,40,90,B
45473,511,FR,E,42,90,A
45482,541,FR,E,38,90,B
45500,511,FR,E,42,95,B
45503,511,FR,E,36,85,C
45504,511,FR,N,36,90,B
45508,511,FR,E,,,
45545,541,FR,E,40,90,B
45550,541,FR,E,36,85,A
45556,541,FR,E,38,90,b
45586,211,FR,E,,,
45596,211,FR,E,,,
45603,541,FR,M,,,
45611,541,FR,N,38,85,B
45626,541,,N,40,,
45631,211,FR,N,42,95,C
45634,541,FR,E,36,85,B
45683,541,FR,E,40,90,C
45686,541,FR,E,40,85,B
45697,541,FR,E,38,85,B
45707,541,FR,E,38,90,B
45708,541,,E,38,85,A
45712,541,FR,E,40,90,B
45720,541,FR,E,38,85,B
45732,541,FR,E,40,80,A
45734,541,FR,E,44,90,B
45752,541,FR,E,42,95,D
45767,541,FR,E,40,90,C
45768,541,FR,E,44,90,B
45774,541,FR,E,42,95,C
45789,541,FR,E,40,85,C
45790,671,FR,N,,,
45795,541,FR,E,42,85,B
45810,211,FR,N,38,90,B
45811,211,FR,E,38,85,C
45815,211,FR,E,40,90,B
45823,211,FR,E,38,85,B
45824,211,FR,E,,,
45837,541,FR,E,40,85,B
45851,541,FR,N,40,85,B
45852,541,FR,E,40,85,B
45856,541,FR,E,46,95,C
45859,541,FR,E,38,90,C
45880,541,FR,N,42,85,B
45881,541,FR,N,44,95,B
45882,541,FR,E,38,80,B
45901,541,FR,E,,,
45903,541,FR,E,40,90,C
45907,541,FR,E,40,85,C
45911,541,FR,E,40,85,A
45916,541,FR,E,40,90,A
45919,541,FR,E,40,85,A
45921,541,FR,E,44,90,C
45968,541,FR,E,40,85,C
45977,541,FR,M,36,85,A
45979,541,FR,E,38,85,B
45984,541,FR,N,40,,
45987,541,FR,N,40,90,B
45989,211,FR,E,38,85,B
45997,211,FR,E,44,90,B
45999,211,FR,E,,,
46023,541,FR,N,,,
46030,541,FR,E,38,85,C
46051,541,FR,E,40,85,C
46053,541,FR,E,,,
46058,541,FR,E,40,85,A
46062,541,FR,E,38,85,B
46081,541,FR,E,38,85,B
46086,541,FR,N,,38,
46103,541,FR,E,42,95,D
46108,541,FR,E,38,90,B
46111,541,FR,E,38,90,B
46128,541,FR,E,40,90,B
46134,541,FR,N,40,90,B
46137,541,FR,E,36,85,B
46138,541,FR,E,40,85,B
46145,541,FR,E,38,90,B
46147,541,FR,E,42,95,C
46158,541,FR,N,,,
46172,541,FR,E,,,
46186,541,FR,E,,,
46203,541,FR,E,36,85,B
46208,541,FR,E,38,85,B
46212,541,FR,E,40,90,C
46235,591,FR,E,40,90,B
46236,591,FR,N,40,85,B
46264,541,FR,E,34,90,B
46266,541,FR,E,40,95,B
46282,591,FR,E,42,90,B
46286,591,FR,E,,,
46292,541,FR,E,,,
46295,541,FR,N,42,90,B
46299,541,FR,E,38,90,B
46300,541,FR,E,42,95,B
46303,541,FR,N,40,90,B
46304,541,FR,E,38,85,A
46338,541,FR,E,42,85,A
46355,541,FR,N,38,85,C
46363,541,FR,E,44,95,D
46366,541,FR,E,40,90,B
46376,541,FR,N,40,90,B
46400,541,FR,E,38,85,B
46405,541,FR,E,,,
46412,541,FR,E,38,90,A
46427,541,FR,E,44,95,B
46436,541,FR,E,,,
46437,541,FR,E,38,85,B
46451,591,FR,E,40,90,B
46452,591,FR,M,44,90,B
46453,591,FR,E,42,95,B
46455,591,FR,E,40,95,D
46461,211,FR,E,38,85,C
46475,211,FR,E,44,90,B
46477,541,FR,E,,,
46492,591,FR,M,42,90,B
46496,591,FR,E,40,90,B
46498,591,FR,N,42,100,B
46504,591,FR,M,42,85,D
46506,591,FR,E,40,90,B
46509,541,FR,E,38,90,C
46512,541,FR,E,42,85,C
46520,541,FR,E,,,
46524,541,FR,E,,,
46528,541,FR,E,38,85,D
46529,541,FR,E,42,95,B
46532,541,,N,38,80,B
46534,541,FR,E,38,80,A
46546,541,FR,E,40,85,B
46549,541,FR,E,,,
46555,541,FR,E,42,90,B
46560,541,FR,M,,,
46561,541,FR,E,38,85,B
46567,541,FR,E,40,85,A
46578,591,FR,E,38,85,B
46589,591,FR,E,,,
46594,591,FR,E,38,90,C
46602,591,,N,38,85,C
46611,591,FR,N,42,85,B
46616,591,FR,E,42,90,A
46619,211,FR,E,42,95,D
46620,211,FR,E,40,85,C
46627,591,FR,E,40,90,C
46629,591,FR,E,38,85,B
46630,591,FR,E,38,90,C
46643,591,FR,E,40,80,B
46679,591,FR,N,40,90,C
46683,591,FR,S,,,
46695,511,FR,S,40,90,B
46704,591,FR,E,40,90,B
46708,591,FR,E,42,90,B
46714,591,FR,N,40,85,D
46716,591,FR,E,42,95,C
46727,541,FR,E,,,
46728,541,FR,E,38,80,B
46742,541,FR,E,40,85,B
46744,511,FR,E,38,85,B
46745,511,FR,E,38,90,B
46753,591,FR,E,44,90,B
46756,591,FR,E,,,
46761,541,,N,38,85,D
46772,541,FR,E,,,
46774,541,FR,E,40,85,B
46775,541,FR,E,40,85,B
46780,591,FR,E,36,85,B
46786,591,FR,E,42,90,C
46796,591,FR,E,,90,B
46799,591,FR,N,,85,A
46806,591,FR,N,42,95,B
46826,591,FR,E,38,85,B
46828,591,FR,E,42,90,B
46839,591,FR,E,42,90,B
46844,591,FR,E,36,85,A
46846,591,FR,E,,95,C
46853,591,FR,E,40,85,D
46863,591,FR,E,42,95,C
46864,211,FR,E,,,
46866,211,FR,E,38,85,B
46870,211,FR,E,38,85,B
46872,211,FR,E,,,
46875,211,FR,E,40,90,D
46876,211,FR,N,,,
46877,211,FR,E,40,85,B
46879,211,FR,E,38,90,B
46886,211,FR,E,,,
46894,591,FR,E,,,
46899,591,FR,E,38,90,B
46900,591,FR,E,40,90,B
46912,591,FR,E,40,90,B
46915,591,FR,E,42,90,B
46916,591,FR,E,38,85,B
46922,591,FR,E,42,85,D
46923,591,FR,E,38,85,B
46930,591,FR,E,36,90,B
46937,591,FR,E,38,90,B
46939,591,FR,E,38,85,C
46945,591,FR,E,42,85,B
46946,591,FR,E,38,85,B
46956,591,FR,E,38,80,B
46964,591,FR,N,38,90,B
46972,591,FR,E,44,90,C
46973,591,FR,E,42,90,B
46980,591,FR,E,38,85,b
46984,591,FR,E,42,95,C
46985,591,FR,E,,90,B
46986,591,FR,E,38,90,B
46987,591,FR,E,38,90,A
46989,591,FR,N,40,90,B
46992,591,FR,E,38,90,b
47000,591,FR,E,40,85,B
47016,591,FR,E,,,
47028,591,FR,E,42,90,B
47029,591,FR,E,38,85,B
47036,591,FR,N,42,90,B
47038,591,FR,E,38,85,B
47039,591,CA,N,38,85,B
47041,591,FR,S,,,
47043,211,FR,E,42,95,C
47049,211,FR,E,44,95,C
47050,211,FR,E,36,90,B
47052,211,FR,E,,,
47054,211,FR,E,38,90,B
47059,211,FR,M,40,95,C
47065,211,FR,E,38,85,A
47071,591,FR,E,38,90,b
47074,591,FR,E,38,85,B
47075,591,FR,E,42,85,C
47088,591,FR,E,40,90,B
47089,591,FR,E,38,95,B
47095,591,FR,E,,,
47097,211,FR,E,40,80,A
47108,591,FR,N,40,90,B
47127,591,FR,E,40,90,A
47134,591,FR,E,40,85,C
47143,591,FR,E,40,90,B
47144,591,FR,N,42,90,C
47147,591,FR,E,40,90,B
47148,591,FR,N,40,90,B
47163,591,FR,N,44,95,C
47169,591,FR,E,40,90,A
47174,591,FR,E,34,80,A
47178,591,FR,E,42,90,B
47184,591,,N,,,
47185,591,FR,E,40,90,D
47192,591,FR,E,40,90,B
47199,591,FR,E,44,95,B
47200,591,FR,E,,,
47203,591,FR,N,40,85,B
47208,591,FR,E,40,95,B
47217,591,FR,E,44,95,D
47224,591,FR,N,38,85,B
47239,591,FR,E,42,90,C
47240,591,FR,E,38,90,C
47243,591,FR,E,,,
47247,591,FR,E,,,
47259,591,FR,E,44,95,B
47266,591,FR,E,38,85,B
47279,591,FR,E,40,90,C
47283,211,FR,E,42,90,B
47286,211,FR,E,42,90,B
47296,591,FR,E,40,90,B
47303,591,FR,E,38,85,B
47304,591,FR,E,40,90,D
47315,591,FR,E,38,90,B
47325,591,FR,N,40,85,B
47334,591,FR,N,40,85,B
47342,591,FR,N,40,,
47344,591,FR,E,38,85,D
47348,591,FR,E,38,90,B
47351,591,FR,E,,,
47354,591,FR,E,38,80,B
47362,591,FR,E,40,90,B
47366,591,FR,E,38,90,B
47368,591,FR,E,,,
47377,591,FR,E,40,90,C
47380,591,FR,N,38,90,B
47387,591,FR,E,40,85,C
47397,591,FR,E,42,85,C
47424,591,FR,M,42,90,B
47425,591,FR,E,42,85,B
47427,591,FR,E,38,85,B
47430,591,FR,E,40,85,B
47452,211,FR,E,38,85,B
47453,211,FR,E,40,95,C
47467,591,FR,E,40,90,B
47469,591,,E,40,85,B
47478,591,FR,E,44,95,C
47480,591,FR,E,40,95,B
47487,211,FR,E,44,95,C
47493,591,FR,E,38,80,B
47497,591,FR,E,,90,A
47498,591,FR,E,38,85,C
47505,591,FR,E,38,85,B
47506,591,FR,N,38,85,B
47508,591,FR,E,44,95,B
47512,591,FR,E,40,85,A
47515,591,FR,E,42,85,B
47516,591,FR,E,42,95,C
47523,591,FR,E,40,85,B
47533,591,FR,E,38,85,B
47537,591,FR,E,,,
47545,591,FR,E,,,
47554,591,FR,E,40,80,C
47562,591,FR,N,42,85,A
47563,591,FR,E,38,85,B
47565,591,FR,E,38,85,C
47568,591,FR,N,38,90,B
47569,591,FR,E,38,85,B
47595,591,FR,E,40,80,B
47596,591,FR,E,,80,B
47599,591,FR,N,38,85,A
47630,591,FR,E,42,95,D
47631,591,FR,E,40,85,C
47649,591,FR,E,42,90,B
47651,591,FR,E,40,90,C
47655,591,FR,E,,,
47667,591,FR,E,44,95,B
47671,591,FR,E,38,85,B
47673,591,FR,E,38,80,A
47684,211,FR,E,38,80,A
47688,591,FR,E,38,85,B
47692,591,FR,N,38,90,A
47701,591,FR,E,40,90,C
47704,591,FR,E,,,
47707,591,FR,E,40,90,C
47709,591,FR,E,,80,A
47712,591,FR,E,38,85,B
47719,591,FR,E,40,90,B
47730,591,FR,E,,95,B
47731,591,FR,E,40,85,B
47733,591,FR,E,36,80,B
47742,591,FR,E,40,85,B
47749,591,FR,E,40,90,B
47761,591,FR,E,42,95,B
47765,591,FR,E,38,85,B
47776,591,FR,E,38,90,B
47777,591,FR,E,42,85,C
47787,591,FR,E,40,85,C
47790,591,FR,N,38,85,C
47792,591,FR,N,40,85,B
47800,591,FR,E,38,90,B
47807,591,FR,E,40,90,A
47817,591,FR,E,42,90,B
47819,591,FR,E,38,90,B
47822,211,FR,E,38,85,B
47823,211,FR,E,40,85,B
47825,211,FR,E,40,85,B
47827,211,FR,E,38,85,A
47830,211,FR,E,44,95,B
47837,591,FR,E,44,95,B
47841,591,FR,E,42,95,C
47859,591,FR,E,38,90,A
47860,211,FR,E,38,90,A
47863,591,FR,E,44,95,B
47875,591,FR,E,38,90,B
47879,591,FR,M,40,90,D
47883,591,FR,E,38,85,B
47914,591,FR,E,40,85,B
47917,591,FR,E,38,85,B
47940,591,FR,N,,90,C
47945,591,FR,E,40,90,B
47946,591,FR,E,,,
47950,591,FR,E,42,90,C
47975,591,FR,E,40,90,C
47980,591,FR,E,40,95,B
47984,591,FR,E,40,85,B
47989,591,FR,E,44,85,B
48000,591,FR,E,40,85,B
48014,591,FR,E,38,85,B
48028,211,FR,E,42,85,B
48037,591,FR,E,40,85,B
48046,591,FR,M,40,90,C
48049,591,FR,E,40,90,B
48063,591,FR,E,40,90,B
48067,211,FR,E,38,85,B
48071,211,FR,E,38,80,B
48077,211,FR,E,40,85,B
48080,211,FR,E,42,90,B
48097,591,FR,E,40,95,B
48106,591,FR,E,,,
48108,591,FR,S,,,
48110,591,FR,E,40,90,D
48130,591,FR,E,38,90,B
48144,591,FR,E,36,90,B
48145,591,FR,E,42,95,B
48147,591,FR,E,42,95,B
48152,591,FR,E,38,90,C
48153,591,FR,E,38,90,B
48158,591,FR,E,,,
48160,591,FR,E,40,85,A
48169,591,FR,M,36,90,B
48172,591,FR,E,38,85,E
48181,591,FR,E,38,90,B
48183,591,FR,E,,90,C
48185,591,FR,E,40,85,B
48195,591,FR,E,42,,
48198,591,FR,E,40,85,B
48203,591,FR,E,40,90,B
48214,591,FR,E,40,,
48223,591,FR,E,40,90,B
48226,591,FR,N,36,85,D
48231,591,FR,E,,,
48237,591,FR,E,36,80,B
48240,591,FR,E,38,85,B
48243,591,FR,E,,,
48245,591,FR,E,,,
48250,591,FR,E,42,85,B
48251,591,FR,E,40,95,B
48256,591,FR,E,48,100,D
48259,691,FR,S,,,
48266,591,FR,E,42,90,C
48269,591,FR,E,40,90,A
