ID_ARTICLE,ID_MODELE,ID_OPTION,MODELE,OPTION_PTT,COLORIS,POSITION,GRILLE,EAN
42915,31,964,247,CONFE,10,6,10,
42916,31,964,247,CONFE,36,1,10,
42917,31,964,247,CONFE,36,2,10,
42918,31,964,247,CONFE,36,3,10,
42919,31,964,247,CONFE,36,6,10,
42920,31,964,247,CONFE,61,1,10,
42921,31,964,247,CONFE,61,2,10,
42922,31,964,247,CONFE,61,3,10,
42923,31,964,247,CONFE,61,6,10,
42924,31,964,247,CONFE,85,1,10,
42925,31,964,247,CONFE,85,2,10,
42926,31,964,247,CONFE,85,3,10,
42927,31,964,247,CONFE,85,6,10,
42928,32,964,248,CONFE,10,1,10,
42929,32,964,248,CONFE,10,2,10,
42930,32,964,248,CONFE,10,3,10,
42931,32,964,248,CONFE,10,6,10,
42932,32,964,248,CONFE,36,1,10,
42933,32,964,248,CONFE,36,2,10,
42934,32,964,248,CONFE,36,3,10,
42935,32,964,248,CONFE,36,6,10,
42936,32,964,248,CONFE,61,1,10,
42937,32,964,248,CONFE,61,2,10,
42938,32,964,248,CONFE,61,3,10,
42939,32,964,248,CONFE,61,6,10,
42940,32,964,248,CONFE,85,1,10,
42941,32,964,248,CONFE,85,2,10,
42942,32,964,248,CONFE,85,3,10,
42943,32,964,248,CONFE,85,6,10,
42944,166,964,249,CONFE,10,1,10,
42945,166,964,249,CONFE,10,2,10,
42946,166,964,249,CONFE,10,3,10,
42947,166,964,249,CONFE,10,6,10,
42948,166,964,249,CONFE,10,7,10,
42949,166,964,249,CONFE,36,1,10,
42950,166,964,249,CONFE,36,2,10,
42951,166,964,249,CONFE,36,3,10,
42952,166,964,249,CONFE,36,6,10,
42953,166,964,249,CONFE,36,7,10,
42954,166,964,249,CONFE,61,1,10,
42955,166,964,249,CONFE,61,2,10,
42956,166,964,249,CONFE,61,3,10,
42957,166,964,249,CONFE,61,6,10,
42958,166,964,249,CONFE,61,7,10,
42959,166,964,249,CONFE,85,1,10,
42960,166,964,249,CONFE,85,2,10,
42961,166,964,249,CONFE,85,3,10,
42962,166,964,249,CONFE,85,6,10,
42963,166,964,249,CONFE,85,7,10,
42964,310,964,270,CONFE,10,1,10,
42965,310,964,270,CONFE,10,2,10,
42966,310,964,270,CONFE,10,3,10,
42967,310,964,270,CONFE,36,1,10,
42968,310,964,270,CONFE,36,2,10,
42969,310,964,270,CONFE,36,3,10,
42970,310,964,270,CONFE,61,1,10,
42971,310,964,270,CONFE,61,2,10,
42972,310,964,270,CONFE,61,3,10,
42973,310,964,270,CONFE,85,1,10,
42974,310,964,270,CONFE,85,2,10,
42975,310,964,270,CONFE,85,3,10,
42976,312,971,146,FOULD,4117,1,5,
42977,267,970,109A,SATIN,4117,3,25,
42978,267,970,109A,SATIN,4117,4,25,
42979,267,970,109A,SATIN,4117,5,25,
42980,267,970,109A,SATIN,4117,6,25,
42981,269,970,109C,SATIN,4117,4,25,
42982,269,970,109C,SATIN,4117,5,25,
42983,269,970,109C,SATIN,4117,6,25,
42984,313,970,159A,SATIN,11,3,25,
42985,314,970,159A,SATIN,11,4,25,
42986,315,970,159A,SATIN,11,5,25,
42987,316,970,159A,SATIN,11,6,25,
42988,317,970,159A,SATIN,20,3,25,
42989,318,970,159A,SATIN,20,4,25,
42990,319,970,159A,SATIN,20,5,25,
42991,320,970,159A,SATIN,20,6,25,
42992,321,970,159A,SATIN,65,3,25,
42993,322,970,159A,SATIN,65,4,25,
42994,323,970,159A,SATIN,65,5,25,
42995,324,970,159A,SATIN,65,6,25,
42996,325,970,159A,SATIN,4117,3,25,
42997,326,970,159A,SATIN,4117,4,25,
42998,327,970,159A,SATIN,4117,5,25,
42999,328,970,159A,SATIN,4117,6,25,
43000,10,1260,PLV,_PU77,13,1,5,
43001,10,1261,PLV,_PU78,13,1,5,
43002,3,1262,DOCUME,CALIE,13,1,5,
43003,3,1263,DOCUME,CELIE,13,1,5,
43004,3,1264,DOCUME,CGLIE,13,1,5,
43005,3,1265,DOCUME,CMLIE,13,1,5,
43006,3,1266,DOCUME,CRLIE,13,1,5,
43007,10,1267,PLV,EPU77,13,1,5,
43008,10,1268,PLV,EPU78,13,1,5,
43009,10,1269,PLV,GPU77,13,1,5,
43010,10,1270,PLV,GPU78,13,1,5,
43011,10,1271,PLV,MPU77,13,1,5,
43012,10,1272,PLV,MPU78,13,1,5,
43013,10,1273,PLV,RPU77,13,1,5,
43014,10,1274,PLV,RPU78,13,1,5,
43015,7,1275,FAVORI,EXCAD,13,1,5,
43016,7,1276,FAVORI,ABPSY,13,1,5,
43017,263,843,905,LISE,63,1,4,
43018,263,843,905,LISE,63,2,4,
43019,263,843,905,LISE,4117,1,4,
43020,263,843,905,LISE,4117,2,4,
43021,329,117,H03COR,AC900,13,1,5,
43022,7,1277,FAVORI,CARNO,13,1,5,
43023,330,119,H03COR,CA140,13,1,5,
43024,331,120,H03COR,CH903,13,1,5,
43025,332,121,H03COR,CO141,13,1,5,
43026,7,1278,FAVORI,INSWP,13,1,5,
43027,333,122,H03COR,LI210,13,1,5,
43028,334,127,H03COR,PE240,13,1,5,
43029,335,135,H03COR,PYENF,13,1,5,
43030,336,129,H03COR,PY200,13,1,5,
43031,337,130,H03COR,SG100,13,1,5,
43032,338,131,H03COR,SH202,13,1,5,
43033,339,132,H03COR,SL120,13,1,5,
43034,340,134,H03COR,TE280,13,1,5,
43035,7,1279,FAVORI,TSFA2,60,1,5,
43036,7,1280,FAVORI,TSFA2,4117,1,5,
43037,341,161,H03COR,VE284,13,1,5,
43038,118,1107,230,IMPRO,10,2,3,
43039,118,1107,230,IMPRO,30,2,3,
43040,118,1107,230,IMPRO,3004,2,3,
43041,118,1107,230,IMPRO,4117,2,3,
43042,66,1121,540,BINDI,34,1,5,
43043,66,1121,540,BINDI,46,1,5,
43044,66,1121,540,BINDI,60,1,5,
43045,96,1256,121,MACAR,4117,2,3,
43046,229,1249,101D,PROME,10,4,25,
43047,229,1249,101D,PROME,10,5,25,
43048,229,1249,101D,PROME,10,6,25,
43049,229,1249,101D,PROME,10,7,25,
43050,90,1249,120,PROME,10,7,3,
43051,276,1249,137C,PROME,10,4,25,
43052,276,1249,137C,PROME,10,5,25,
43053,276,1249,137C,PROME,10,6,25,
43054,194,1249,156A,PROME,10,3,25,
43055,194,1249,156A,PROME,10,4,25,
43056,194,1249,156A,PROME,10,5,25,
43057,194,1249,156A,PROME,10,6,25,
43058,248,1249,156C,PROME,10,4,25,
43059,248,1249,156C,PROME,10,5,25,
43060,248,1249,156C,PROME,10,6,25,
43061,10,1281,PLV,_VAL4,13,1,5,
43062,198,1282,100B,CARTD,61,4,25,
43063,198,1283,100B,CARTD,61,5,25,
43064,198,1284,100B,CARTD,61,6,25,
43065,198,1285,100B,CARTD,61,7,25,
43066,212,1286,100C,CARTD,61,4,25,
43067,212,1287,100C,CARTD,61,5,25,
43068,212,1288,100C,CARTD,61,6,25,
43069,212,1289,100C,CARTD,61,7,25,
43070,213,1290,100D,CARTD,61,4,25,
43071,213,1291,100D,CARTD,61,5,25,
43072,213,1292,100D,CARTD,61,6,25,
43073,213,1293,100D,CARTD,61,7,25,
43074,180,1294,105A,CARTD,61,3,25,
43075,180,1295,105A,CARTD,61,4,25,
43076,180,1296,105A,CARTD,61,5,25,
43077,180,1297,105A,CARTD,61,6,25,
43078,179,1298,105B,CARTD,61,4,25,
43079,179,1299,105B,CARTD,61,5,25,
43080,179,1300,105B,CARTD,61,6,25,
43081,175,1301,106A,CARTD,61,3,25,
43082,175,1302,106A,CARTD,61,4,25,
43083,175,1303,106A,CARTD,61,5,25,
43084,175,1304,106A,CARTD,61,6,25,
43085,176,1305,106B,CARTD,61,4,25,
43086,176,1306,106B,CARTD,61,5,25,
43087,176,1307,106B,CARTD,61,6,25,
43088,222,1308,106C,CARTD,61,4,25,
43089,222,1309,106C,CARTD,61,5,25,
43090,222,1310,106C,CARTD,61,6,25,
43091,90,1311,120,CARTD,61,2,3,
43092,90,1312,120,CARTD,61,3,3,
43093,90,1313,120,CARTD,61,4,3,
43094,90,1314,120,CARTD,61,5,3,
43095,90,1315,120,CARTD,61,6,3,
43096,90,1316,120,CARTD,61,7,3,
43097,19,1317,122,CARTD,61,1,10,
43098,19,1318,122,CARTD,61,2,10,
43099,19,1319,122,CARTD,61,3,10,
43100,19,1320,122,CARTD,61,4,10,
43101,157,1321,127,CARTD,61,2,3,
43102,157,1322,127,CARTD,61,3,3,
43103,157,1323,127,CARTD,61,4,3,
43104,157,1324,127,CARTD,61,5,3,
43105,157,1325,127,CARTD,61,6,3,
43106,15,1326,105,FLEU4,11,1,10,
43107,15,1327,105,FLEU4,11,2,10,
43108,15,1328,105,FLEU4,11,3,10,
43109,15,1329,105,FLEU4,70,1,10,
43110,15,1330,105,FLEU4,70,2,10,
43111,15,1331,105,FLEU4,70,3,10,
43112,15,1332,105,FLEU4,4117,1,10,
43113,15,1333,105,FLEU4,4117,2,10,
43114,15,1334,105,FLEU4,4117,3,10,
43115,96,1335,121,FLEU4,11,1,10,
43116,96,1336,121,FLEU4,11,2,10,
43117,96,1337,121,FLEU4,11,3,10,
43118,96,1338,121,FLEU4,70,1,10,
43119,96,1339,121,FLEU4,70,2,10,
43120,96,1340,121,FLEU4,70,3,10,
43121,96,1341,121,FLEU4,4117,1,10,
43122,96,1342,121,FLEU4,4117,2,10,
43123,96,1343,121,FLEU4,4117,3,10,
43124,19,1344,122,FLEU4,11,1,10,
43125,19,1345,122,FLEU4,11,2,10,
43126,19,1346,122,FLEU4,11,3,10,
43127,19,1347,122,FLEU4,70,1,10,
43128,19,1348,122,FLEU4,70,2,10,
43129,19,1349,122,FLEU4,70,3,10,
43130,19,1350,122,FLEU4,4117,1,10,
43131,19,1351,122,FLEU4,4117,2,10,
43132,19,1352,122,FLEU4,4117,3,10,
43133,97,1353,140,FLEU4,11,1,10,
43134,97,1354,140,FLEU4,11,2,10,
43135,97,1355,140,FLEU4,11,3,10,
43136,97,1356,140,FLEU4,70,1,10,
43137,97,1357,140,FLEU4,70,2,10,
43138,97,1358,140,FLEU4,70,3,10,
43139,97,1359,140,FLEU4,4117,1,10,
43140,97,1360,140,FLEU4,4117,2,10,
43141,97,1361,140,FLEU4,4117,3,10,
43142,96,1256,121,MACAR,11,2,3,
43143,96,1256,121,MACAR,20,2,3,
43144,174,1362,226,PORCE,10,3,3,
43145,174,1363,226,PORCE,10,4,3,
43146,174,1364,226,PORCE,10,5,3,
43147,174,1365,226,PORCE,10,6,3,
43148,174,1366,226,PORCE,36,3,3,
43149,174,1367,226,PORCE,36,4,3,
43150,174,1368,226,PORCE,36,5,3,
43151,174,1369,226,PORCE,36,6,3,
43152,174,1370,226,PORCE,70,3,3,
43153,174,1371,226,PORCE,70,4,3,
43154,174,1372,226,PORCE,70,5,3,
43155,174,1373,226,PORCE,70,6,3,
43156,118,1374,230,PORCE,10,3,3,
43157,118,1375,230,PORCE,10,4,3,
43158,118,1376,230,PORCE,10,5,3,
43159,118,1377,230,PORCE,10,6,3,
43160,118,1378,230,PORCE,10,7,3,
43161,118,1379,230,PORCE,36,3,3,
43162,118,1380,230,PORCE,36,4,3,
43163,118,1381,230,PORCE,36,5,3,
43164,118,1382,230,PORCE,36,6,3,
43165,118,1383,230,PORCE,36,7,3,
43166,118,1384,230,PORCE,70,3,3,
43167,118,1385,230,PORCE,70,4,3,
43168,118,1386,230,PORCE,70,5,3,
43169,118,1387,230,PORCE,70,6,3,
43170,118,1388,230,PORCE,70,7,3,
43171,29,1389,244,PORCE,10,2,3,
43172,29,1390,244,PORCE,10,3,3,
43173,29,1391,244,PORCE,10,4,3,
43174,29,1392,244,PORCE,10,5,3,
43175,29,1393,244,PORCE,10,6,3,
43176,29,1394,244,PORCE,10,7,3,
43177,29,1395,244,PORCE,36,2,3,
43178,29,1396,244,PORCE,36,3,3,
43179,29,1397,244,PORCE,36,4,3,
43180,29,1398,244,PORCE,36,5,3,
43181,29,1399,244,PORCE,36,6,3,
43182,29,1400,244,PORCE,36,7,3,
43183,29,1401,244,PORCE,70,2,3,
43184,29,1402,244,PORCE,70,3,3,
43185,29,1403,244,PORCE,70,4,3,
43186,29,1404,244,PORCE,70,5,3,
43187,29,1405,244,PORCE,70,6,3,
43188,29,1406,244,PORCE,70,7,3,
43189,30,1407,245,PORCE,10,2,3,
43190,30,1408,245,PORCE,10,3,3,
43191,30,1409,245,PORCE,10,4,3,
43192,30,1410,245,PORCE,10,5,3,
43193,30,1411,245,PORCE,10,6,3,
43194,30,1412,245,PORCE,36,2,3,
43195,30,1413,245,PORCE,36,3,3,
43196,30,1414,245,PORCE,36,4,3,
43197,30,1415,245,PORCE,36,5,3,
43198,30,1416,245,PORCE,36,6,3,
43199,30,1417,245,PORCE,70,2,3,
43200,30,1418,245,PORCE,70,3,3,
43201,30,1419,245,PORCE,70,4,3,
43202,30,1420,245,PORCE,70,5,3,
43203,30,1421,245,PORCE,70,6,3,
43204,31,1422,247,PORCE,10,2,3,
43205,31,1423,247,PORCE,10,3,3,
43206,31,1424,247,PORCE,10,4,3,
43207,31,1425,247,PORCE,10,5,3,
43208,31,1426,247,PORCE,10,6,3,
43209,31,1427,247,PORCE,36,2,3,
43210,31,1428,247,PORCE,36,3,3,
43211,31,1429,247,PORCE,36,4,3,
43212,31,1430,247,PORCE,36,5,3,
43213,31,1431,247,PORCE,36,6,3,
43214,31,1432,247,PORCE,70,2,3,
43215,31,1433,247,PORCE,70,3,3,
43216,31,1434,247,PORCE,70,4,3,
43217,31,1435,247,PORCE,70,5,3,
43218,31,1436,247,PORCE,70,6,3,
43219,126,1437,260,PORCE,10,2,3,
43220,126,1438,260,PORCE,10,3,3,
43221,126,1439,260,PORCE,10,4,3,
43222,126,1440,260,PORCE,10,5,3,
43223,126,1441,260,PORCE,10,6,3,
43224,126,1442,260,PORCE,10,7,3,
43225,126,1443,260,PORCE,36,2,3,
43226,126,1444,260,PORCE,36,3,3,
43227,126,1445,260,PORCE,36,4,3,
43228,126,1446,260,PORCE,36,5,3,
43229,126,1447,260,PORCE,36,6,3,
43230,126,1448,260,PORCE,36,7,3,
43231,126,1449,260,PORCE,70,2,3,
43232,126,1450,260,PORCE,70,3,3,
43233,126,1451,260,PORCE,70,4,3,
43234,126,1452,260,PORCE,70,5,3,
43235,126,1453,260,PORCE,70,6,3,
43236,126,1454,260,PORCE,70,7,3,
43237,342,1455,269,PORCE,10,3,3,
43238,342,1362,269,PORCE,10,4,3,
43239,342,1362,269,PORCE,10,5,3,
43240,342,1362,269,PORCE,10,6,3,
43241,342,1362,269,PORCE,36,3,3,
43242,342,1362,269,PORCE,36,4,3,
43243,342,1362,269,PORCE,36,5,3,
43244,342,1362,269,PORCE,36,6,3,
43245,342,1362,269,PORCE,70,3,3,
43246,342,1362,269,PORCE,70,4,3,
43247,342,1362,269,PORCE,70,5,3,
43248,342,1362,269,PORCE,70,6,3,
43249,193,1456,225,PRALI,36,2,3,
43250,193,1457,225,PRALI,36,3,3,
43251,193,1458,225,PRALI,36,4,3,
43252,193,1459,225,PRALI,36,5,3,
43253,193,1460,225,PRALI,36,6,3,
43254,193,1461,225,PRALI,36,7,3,
43255,193,1462,225,PRALI,39,2,3,
43256,193,1463,225,PRALI,39,3,3,
43257,193,1464,225,PRALI,39,4,3,
43258,193,1465,225,PRALI,39,5,3,
43259,193,1466,225,PRALI,39,6,3,
43260,193,1467,225,PRALI,39,7,3,
43261,193,1468,225,PRALI,61,2,3,
43262,193,1469,225,PRALI,61,3,3,
43263,193,1470,225,PRALI,61,4,3,
43264,193,1471,225,PRALI,61,5,3,
43265,193,1472,225,PRALI,61,6,3,
43266,193,1473,225,PRALI,61,7,3,
43267,118,1474,230,PRALI,36,3,3,
43268,118,1475,230,PRALI,36,4,3,
43269,118,1476,230,PRALI,36,5,3,
43270,118,1477,230,PRALI,36,6,3,
43271,118,1478,230,PRALI,36,7,3,
43272,118,1479,230,PRALI,39,3,3,
43273,118,1480,230,PRALI,39,4,3,
43274,118,1481,230,PRALI,39,5,3,
43275,118,1482,230,PRALI,39,6,3,
43276,118,1483,230,PRALI,39,7,3,
43277,118,1484,230,PRALI,61,3,3,
43278,118,1485,230,PRALI,61,4,3,
43279,118,1486,230,PRALI,61,5,3,
43280,118,1487,230,PRALI,61,6,3,
43281,118,1488,230,PRALI,61,7,3,
43282,29,1489,244,PRALI,36,2,3,
43283,29,1490,244,PRALI,36,3,3,
43284,29,1491,244,PRALI,36,4,3,
43285,29,1492,244,PRALI,36,5,3,
43286,29,1493,244,PRALI,36,6,3,
43287,29,1494,244,PRALI,36,7,3,
43288,29,1495,244,PRALI,39,2,3,
43289,29,1496,244,PRALI,39,3,3,
43290,29,1497,244,PRALI,39,4,3,
43291,29,1498,244,PRALI,39,5,3,
43292,29,1499,244,PRALI,39,6,3,
43293,29,1500,244,PRALI,39,7,3,
43294,29,1501,244,PRALI,61,2,3,
43295,29,1502,244,PRALI,61,3,3,
43296,29,1503,244,PRALI,61,4,3,
43297,29,1504,244,PRALI,61,5,3,
43298,29,1505,244,PRALI,61,6,3,
43299,29,1506,244,PRALI,61,7,3,
43300,30,1507,245,PRALI,36,2,3,
43301,30,1508,245,PRALI,36,3,3,
43302,30,1509,245,PRALI,36,4,3,
43303,30,1510,245,PRALI,36,5,3,
43304,30,1511,245,PRALI,36,6,3,
43305,30,1512,245,PRALI,39,2,3,
43306,30,1513,245,PRALI,39,3,3,
43307,30,1514,245,PRALI,39,4,3,
43308,30,1515,245,PRALI,39,5,3,
43309,30,1516,245,PRALI,39,6,3,
43310,30,1517,245,PRALI,61,2,3,
43311,30,1518,245,PRALI,61,3,3,
43312,30,1519,245,PRALI,61,4,3,
43313,30,1520,245,PRALI,61,5,3,
43314,30,1521,245,PRALI,61,6,3,
43315,31,1522,247,PRALI,36,2,3,
43316,31,1523,247,PRALI,36,3,3,
43317,31,1524,247,PRALI,36,4,3,
43318,31,1525,247,PRALI,36,5,3,
43319,31,1526,247,PRALI,36,6,3,
43320,31,1527,247,PRALI,39,2,3,
43321,31,1528,247,PRALI,39,3,3,
43322,31,1529,247,PRALI,39,4,3,
43323,31,1530,247,PRALI,39,5,3,
43324,31,1531,247,PRALI,39,6,3,
43325,31,1532,247,PRALI,61,2,3,
43326,31,1533,247,PRALI,61,3,3,
43327,31,1534,247,PRALI,61,4,3,
43328,31,1535,247,PRALI,61,5,3,
43329,31,1536,247,PRALI,61,6,3,
43330,32,1537,248,PRALI,36,2,3,
43331,32,1538,248,PRALI,36,3,3,
43332,32,1539,248,PRALI,36,4,3,
43333,32,1540,248,PRALI,36,5,3,
43334,32,1541,248,PRALI,36,6,3,
43335,32,1542,248,PRALI,39,2,3,
43336,32,1543,248,PRALI,39,3,3,
43337,32,1544,248,PRALI,39,4,3,
43338,32,1545,248,PRALI,39,5,3,
43339,32,1546,248,PRALI,39,6,3,
43340,32,1547,248,PRALI,61,2,3,
43341,32,1548,248,PRALI,61,3,3,
43342,32,1549,248,PRALI,61,4,3,
43343,32,1550,248,PRALI,61,5,3,
43344,32,1551,248,PRALI,61,6,3,
43345,126,1552,260,PRALI,36,2,3,
43346,126,1553,260,PRALI,36,3,3,
43347,126,1554,260,PRALI,36,4,3,
43348,126,1555,260,PRALI,36,5,3,
43349,126,1556,260,PRALI,36,6,3,
43350,126,1557,260,PRALI,36,7,3,
43351,126,1558,260,PRALI,39,2,3,
43352,126,1559,260,PRALI,39,3,3,
43353,126,1560,260,PRALI,39,4,3,
43354,126,1561,260,PRALI,39,5,3,
43355,126,1562,260,PRALI,39,6,3,
43356,126,1563,260,PRALI,39,7,3,
43357,126,1564,260,PRALI,61,2,3,
43358,126,1565,260,PRALI,61,3,3,
43359,126,1566,260,PRALI,61,4,3,
43360,126,1567,260,PRALI,61,5,3,
43361,126,1568,260,PRALI,61,6,3,
43362,126,1569,260,PRALI,61,7,3,
43363,175,1570,106A,PROMB,10,3,25,
43364,175,1571,106A,PROMB,10,4,25,
43365,175,1572,106A,PROMB,10,5,25,
43366,175,1573,106A,PROMB,10,6,25,
43367,175,1574,106A,PROMB,82,3,25,
43368,175,1575,106A,PROMB,82,4,25,
43369,175,1576,106A,PROMB,82,5,25,
43370,175,1577,106A,PROMB,82,6,25,
43371,176,1578,106B,PROMB,10,4,25,
43372,176,1579,106B,PROMB,10,5,25,
43373,176,1580,106B,PROMB,10,6,25,
43374,176,1581,106B,PROMB,10,7,25,
43375,176,1582,106B,PROMB,82,4,25,
43376,176,1583,106B,PROMB,82,5,25,
43377,176,1584,106B,PROMB,82,6,25,
43378,176,1585,106B,PROMB,82,7,25,
43379,222,1586,106C,PROMB,10,4,25,
43380,222,1587,106C,PROMB,10,5,25,
43381,222,1588,106C,PROMB,10,6,25,
43382,222,1589,106C,PROMB,10,7,25,
43383,222,1590,106C,PROMB,82,4,25,
43384,222,1591,106C,PROMB,82,5,25,
43385,222,1592,106C,PROMB,82,6,25,
43386,222,1593,106C,PROMB,82,7,25,
43387,19,1594,122,PROMB,10,1,10,
43388,19,1595,122,PROMB,10,2,10,
43389,19,1596,122,PROMB,10,3,10,
43390,19,1597,122,PROMB,10,4,10,
43391,19,1598,122,PROMB,82,1,10,
43392,19,1599,122,PROMB,82,2,10,
43393,19,1600,122,PROMB,82,3,10,
43394,19,1601,122,PROMB,82,4,10,
43395,20,1602,124,PROMB,10,1,4,
43396,20,1603,124,PROMB,10,2,4,
43397,20,1604,124,PROMB,10,3,4,
43398,20,1605,124,PROMB,10,4,4,
43399,20,1606,124,PROMB,82,1,4,
43400,20,1607,124,PROMB,82,2,4,
43401,20,1608,124,PROMB,82,3,4,
43402,20,1609,124,PROMB,82,4,4,
43403,97,1610,140,PROMB,10,1,4,
43404,97,1611,140,PROMB,10,2,4,
43405,97,1612,140,PROMB,10,3,4,
43406,97,1613,140,PROMB,10,4,4,
43407,97,1614,140,PROMB,82,1,4,
43408,97,1615,140,PROMB,82,2,4,
43409,97,1616,140,PROMB,82,3,4,
43410,97,1617,140,PROMB,82,4,4,
43411,277,1618,169,PROMB,10,2,3,
43412,277,1619,169,PROMB,10,3,3,
43413,277,1620,169,PROMB,10,4,3,
43414,277,1621,169,PROMB,10,5,3,
43415,277,1622,169,PROMB,10,6,3,
43416,277,1623,169,PROMB,82,2,3,
43417,277,1624,169,PROMB,82,3,3,
43418,277,1625,169,PROMB,82,4,3,
43419,277,1626,169,PROMB,82,5,3,
43420,277,1627,169,PROMB,82,6,3,
43421,212,1249,100C,PROME,82,4,25,
43422,212,1249,100C,PROME,82,5,25,
43423,212,1249,100C,PROME,82,6,25,
43424,212,1249,100C,PROME,82,7,25,
43425,213,1249,100D,PROME,82,4,25,
43426,213,1249,100D,PROME,82,5,25,
43427,213,1249,100D,PROME,82,6,25,
43428,213,1249,100D,PROME,82,7,25,
43429,255,1249,100E,PROME,10,4,25,
43430,255,1249,100E,PROME,10,5,25,
43431,255,1249,100E,PROME,10,6,25,
43432,255,1249,100E,PROME,10,7,25,
43433,255,1249,100E,PROME,20,4,25,
43434,255,1249,100E,PROME,20,5,25,
43435,255,1249,100E,PROME,20,6,25,
43436,255,1249,100E,PROME,20,7,25,
43437,255,1249,100E,PROME,82,4,25,
43438,255,1249,100E,PROME,82,5,25,
43439,255,1249,100E,PROME,82,6,25,
43440,255,1249,100E,PROME,82,7,25,
43441,196,1249,101A,PROME,82,3,25,
43442,196,1249,101A,PROME,82,4,25,
43443,196,1249,101A,PROME,82,5,25,
43444,196,1249,101A,PROME,82,6,25,
43445,228,1249,101C,PROME,82,4,25,
43446,228,1249,101C,PROME,82,5,25,
43447,228,1249,101C,PROME,82,6,25,
43448,228,1249,101C,PROME,82,7,25,
43449,229,1249,101D,PROME,20,4,25,
43450,229,1249,101D,PROME,20,5,25,
43451,229,1249,101D,PROME,20,6,25,
43452,229,1249,101D,PROME,20,7,25,
43453,229,1249,101D,PROME,82,4,25,
43454,229,1249,101D,PROME,82,5,25,
43455,229,1249,101D,PROME,82,6,25,
43456,229,1249,101D,PROME,82,7,25,
43457,90,1249,120,PROME,20,7,3,
43458,90,1249,120,PROME,82,7,3,
43459,276,1249,137C,PROME,20,4,25,
43460,276,1249,137C,PROME,20,5,25,
43461,276,1249,137C,PROME,20,6,25,
43462,194,1249,156A,PROME,20,3,25,
43463,194,1249,156A,PROME,20,4,25,
43464,194,1249,156A,PROME,20,5,25,
43465,194,1249,156A,PROME,20,6,25,
43466,194,1249,156A,PROME,82,3,25,
43467,194,1249,156A,PROME,82,4,25,
43468,194,1249,156A,PROME,82,5,25,
43469,194,1249,156A,PROME,82,6,25,
43470,248,1249,156C,PROME,20,4,25,
43471,248,1249,156C,PROME,20,5,25,
43472,248,1249,156C,PROME,20,6,25,
43473,248,1249,156C,PROME,82,4,25,
43474,248,1249,156C,PROME,82,5,25,
43475,248,1249,156C,PROME,82,6,25,
43476,10,1628,PLV,RVAL4,13,1,5,
43477,343,970,159C,SATIN,11,4,25,
43478,344,970,159C,SATIN,11,5,25,
43479,345,970,159C,SATIN,11,6,25,
43480,346,970,159C,SATIN,20,4,25,
43481,347,970,159C,SATIN,20,5,25,
43482,348,970,159C,SATIN,20,6,25,
43483,349,970,159C,SATIN,65,4,25,
43484,350,970,159C,SATIN,65,5,25,
43485,351,970,159C,SATIN,65,6,25,
43486,352,970,159C,SATIN,4117,4,25,
43487,353,970,159C,SATIN,4117,5,25,
43488,354,970,159C,SATIN,4117,6,25,
43489,306,970,160B,SATIN,65,7,25,
43490,196,1243,101A,SCARL,11,3,25,
43491,196,1243,101A,SCARL,11,4,25,
43492,196,1243,101A,SCARL,11,5,25,
43493,196,1243,101A,SCARL,11,6,25,
43494,196,1243,101A,SCARL,20,3,25,
43495,196,1243,101A,SCARL,20,4,25,
43496,196,1243,101A,SCARL,20,5,25,
43497,196,1243,101A,SCARL,20,6,25,
43498,196,1243,101A,SCARL,66,3,25,
43499,196,1243,101A,SCARL,66,4,25,
43500,196,1243,101A,SCARL,66,5,25,
43501,196,1243,101A,SCARL,66,6,25,
43502,196,1243,101A,SCARL,74,3,25,
43503,196,1243,101A,SCARL,74,4,25,
43504,196,1243,101A,SCARL,74,5,25,
43505,196,1243,101A,SCARL,74,6,25,
43506,229,1243,101D,SCARL,11,4,25,
43507,229,1243,101D,SCARL,11,5,25,
43508,229,1243,101D,SCARL,11,6,25,
43509,229,1243,101D,SCARL,11,7,25,
43510,229,1243,101D,SCARL,20,4,25,
43511,229,1243,101D,SCARL,20,5,25,
43512,229,1243,101D,SCARL,20,6,25,
43513,229,1243,101D,SCARL,20,7,25,
43514,229,1243,101D,SCARL,66,4,25,
43515,229,1243,101D,SCARL,66,5,25,
43516,229,1243,101D,SCARL,66,6,25,
43517,229,1243,101D,SCARL,66,7,25,
43518,229,1243,101D,SCARL,74,4,25,
43519,229,1243,101D,SCARL,74,5,25,
43520,229,1243,101D,SCARL,74,6,25,
43521,229,1243,101D,SCARL,74,7,25,
43522,175,1243,106A,SCARL,11,3,25,
43523,175,1243,106A,SCARL,11,4,25,
43524,175,1243,106A,SCARL,11,5,25,
43525,175,1243,106A,SCARL,11,6,25,
43526,175,1243,106A,SCARL,20,3,25,
43527,175,1243,106A,SCARL,20,4,25,
43528,175,1243,106A,SCARL,20,5,25,
43529,175,1243,106A,SCARL,20,6,25,
43530,175,1243,106A,SCARL,66,3,25,
43531,175,1243,106A,SCARL,66,4,25,
43532,175,1243,106A,SCARL,66,5,25,
43533,175,1243,106A,SCARL,66,6,25,
43534,175,1243,106A,SCARL,74,3,25,
43535,175,1243,106A,SCARL,74,4,25,
43536,175,1243,106A,SCARL,74,5,25,
43537,175,1243,106A,SCARL,74,6,25,
43538,222,1243,106C,SCARL,11,4,25,
